# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../../07_annotation_final_assembly/final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "-s" "0" "-T" "8" "mapped.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.dedup.bam
OMCOBO_03323	contig_2	3740345	3740722	-	378	16
OMCOBO_03324	contig_2	3740722	3741312	-	591	66
OMCOBO_03325	contig_2	3741309	3741950	-	642	117
OMCOBO_03326	contig_2	3741951	3742916	-	966	96
OMCOBO_03327	contig_2	3742913	3744175	-	1263	73
OMCOBO_03328	contig_2	3744172	3744801	-	630	57
OMCOBO_03329	contig_2	3744792	3745193	-	402	50
OMCOBO_03330	contig_2	3745463	3746842	-	1380	40
OMCOBO_03331	contig_2	3747448	3748587	-	1140	22
OMCOBO_03332	contig_2	3748735	3749973	+	1239	47
OMCOBO_03333	contig_2	3750200	3751570	+	1371	32
OMCOBO_03334	contig_2	3751736	3752467	+	732	112
OMCOBO_03335	contig_2	3752775	3754727	+	1953	2075
OMCOBO_03336	contig_2	3754720	3755814	+	1095	909
OMCOBO_03337	contig_2	3756058	3757098	+	1041	260
OMCOBO_03338	contig_2	3757088	3757978	-	891	142
OMCOBO_03339	contig_2	3757965	3758987	-	1023	111
OMCOBO_03340	contig_2	3759117	3760385	-	1269	752
OMCOBO_03341	contig_2	3760691	3761704	-	1014	200
OMCOBO_03342	contig_2	3762408	3763637	+	1230	773
OMCOBO_03343	contig_2	3763634	3764281	+	648	70
OMCOBO_03344	contig_2	3764359	3764847	+	489	103
OMCOBO_03345	contig_2	3764928	3766580	-	1653	768
OMCOBO_03346	contig_2	3766577	3768235	-	1659	827
OMCOBO_03347	contig_2	3768239	3770122	-	1884	911
OMCOBO_03348	contig_2	3770136	3770435	-	300	132
OMCOBO_03349	contig_2	3770432	3771283	-	852	422
OMCOBO_03350	contig_2	3771280	3771933	-	654	217
OMCOBO_03351	contig_2	3771926	3773305	-	1380	674
OMCOBO_03352	contig_2	3773302	3775869	-	2568	834
OMCOBO_03353	contig_2	3775866	3777248	-	1383	730
OMCOBO_03354	contig_2	3777248	3778132	-	885	348
OMCOBO_03355	contig_2	3778129	3779463	-	1335	405
OMCOBO_03356	contig_2	3779463	3780218	-	756	278
OMCOBO_03357	contig_2	3780215	3780787	-	573	210
OMCOBO_03358	contig_2	3780797	3781156	-	360	185
OMCOBO_03359	contig_2	3781920	3782726	+	807	453
OMCOBO_03360	contig_2	3782824	3784137	-	1314	464
OMCOBO_03361	contig_2	3784422	3785369	+	948	911
OMCOBO_03362	contig_2	3785534	3786235	-	702	175
OMCOBO_03363	contig_2	3786519	3787073	-	555	34
OMCOBO_03364	contig_2	3787121	3788320	-	1200	498
OMCOBO_03365	contig_2	3788468	3790273	-	1806	56
OMCOBO_03366	contig_2	3790438	3791616	+	1179	20
OMCOBO_03367	contig_2	3791670	3792509	-	840	51
OMCOBO_03368	contig_2	3792829	3793032	+	204	344
OMCOBO_03369	contig_2	3793694	3793819	+	126	11
OMCOBO_03370	contig_2	3793838	3794149	+	312	66
OMCOBO_03371	contig_2	3794318	3796252	-	1935	19
OMCOBO_03372	contig_2	3796692	3797369	-	678	11
OMCOBO_03373	contig_2	3797520	3798431	+	912	16
OMCOBO_03374	contig_2	3798530	3799906	-	1377	532
OMCOBO_03375	contig_2	3800342	3800629	-	288	53
OMCOBO_03376	contig_2	3800725	3801249	-	525	78
OMCOBO_03377	contig_2	3801291	3802466	-	1176	522
OMCOBO_03378	contig_2	3802633	3803091	-	459	152
OMCOBO_03379	contig_2	3803217	3803351	+	135	52
OMCOBO_03380	contig_2	3803348	3804097	-	750	185
OMCOBO_03381	contig_2	3804208	3804813	+	606	56
OMCOBO_03382	contig_2	3804876	3805133	+	258	43
OMCOBO_03383	contig_2	3805130	3805510	+	381	156
OMCOBO_03384	contig_2	3805594	3806496	-	903	203
OMCOBO_03385	contig_2	3806570	3808024	-	1455	317
OMCOBO_03386	contig_2	3808113	3808661	+	549	32
OMCOBO_03387	contig_2	3808730	3809293	+	564	14
OMCOBO_03388	contig_2	3809673	3810125	-	453	11
OMCOBO_03389	contig_2	3811534	3813192	+	1659	203
OMCOBO_03390	contig_2	3813196	3813783	+	588	116
OMCOBO_03391	contig_2	3814139	3814279	+	141	7
OMCOBO_03392	contig_2	3814713	3816140	+	1428	23
OMCOBO_03393	contig_2	3816264	3817349	-	1086	411
OMCOBO_03394	contig_2	3817346	3819175	-	1830	281
OMCOBO_03395	contig_2	3819179	3819943	-	765	126
OMCOBO_03396	contig_2	3819948	3820562	-	615	78
OMCOBO_03397	contig_2	3820704	3821942	-	1239	189
OMCOBO_03398	contig_2	3822075	3822809	-	735	238
OMCOBO_03399	contig_2	3822806	3824113	-	1308	508
OMCOBO_03400	contig_2	3824407	3825045	+	639	147
OMCOBO_03401	contig_2	3825181	3826125	-	945	142
OMCOBO_03402	contig_2	3826122	3826652	-	531	111
OMCOBO_03403	contig_2	3826800	3827258	+	459	10
OMCOBO_03404	contig_2	3827304	3828002	-	699	28
OMCOBO_03405	contig_2	3828117	3829868	+	1752	100
OMCOBO_03406	contig_2	3830001	3830336	+	336	11
OMCOBO_03407	contig_2	3830931	3831707	+	777	115
OMCOBO_03408	contig_2	3831946	3832731	+	786	25
OMCOBO_03409	contig_2	3832844	3834037	-	1194	52
OMCOBO_03410	contig_2	3834200	3835117	+	918	191
OMCOBO_03411	contig_2	3835319	3836035	+	717	290
OMCOBO_03412	contig_2	3836110	3837510	+	1401	100
OMCOBO_03413	contig_2	3837601	3837807	-	207	7
OMCOBO_03414	contig_2	3837906	3839672	-	1767	570
OMCOBO_03415	contig_2	3839843	3841597	+	1755	601
OMCOBO_03416	contig_2	3841659	3843089	-	1431	87
OMCOBO_03417	contig_2	3843355	3844044	+	690	3
OMCOBO_03418	contig_2	3844122	3844667	+	546	13
OMCOBO_03419	contig_2	3844770	3845762	-	993	431
OMCOBO_03420	contig_2	3845906	3847564	-	1659	624
OMCOBO_03421	contig_2	3847561	3848577	-	1017	303
OMCOBO_03422	contig_2	3848574	3849944	-	1371	270
OMCOBO_03423	contig_2	3849941	3850735	-	795	278
OMCOBO_03424	contig_2	3851068	3851346	+	279	13
OMCOBO_03425	contig_2	3851481	3852455	+	975	114
OMCOBO_03426	contig_2	3852786	3853574	+	789	614
OMCOBO_03427	contig_2	3853842	3855044	+	1203	774
OMCOBO_03428	contig_2	3855123	3856118	-	996	221
OMCOBO_03429	contig_2	3856133	3857182	-	1050	202
OMCOBO_03430	contig_2	3857398	3857496	-	99	30
OMCOBO_03431	contig_2	3857617	3857826	-	210	72
OMCOBO_03432	contig_2	3857958	3858779	-	822	12
OMCOBO_03433	contig_2	3859103	3860278	-	1176	90
OMCOBO_03434	contig_2	3860229	3861485	-	1257	35
OMCOBO_03435	contig_2	3861613	3862263	-	651	29
OMCOBO_03439	contig_2	3868200	3868808	-	609	33
OMCOBO_03440	contig_2	3868981	3870258	+	1278	71
OMCOBO_03441	contig_2	3870323	3872089	-	1767	134
OMCOBO_03442	contig_2	3872385	3873773	-	1389	121
OMCOBO_03443	contig_2	3874208	3874996	+	789	175
OMCOBO_03444	contig_2	3875248	3877188	+	1941	120
OMCOBO_03445	contig_2	3877385	3879457	-	2073	86
OMCOBO_03447	contig_2	3880162	3881610	+	1449	325
OMCOBO_03448	contig_2	3881884	3883131	+	1248	79
OMCOBO_03449	contig_2	3883306	3884163	+	858	37
OMCOBO_03450	contig_2	3884252	3885535	+	1284	17
OMCOBO_03451	contig_2	3885620	3885922	+	303	29
OMCOBO_03452	contig_2	3886050	3887009	-	960	416
OMCOBO_03453	contig_2	3887123	3888547	-	1425	371
OMCOBO_03454	contig_2	3889128	3890282	+	1155	153
OMCOBO_03455	contig_2	3890317	3891456	-	1140	40
OMCOBO_03457	contig_2	3892277	3894550	-	2274	1340
OMCOBO_03458	contig_2	3894737	3895141	+	405	8
OMCOBO_03459	contig_2	3895682	3896023	-	342	51
OMCOBO_03460	contig_2	3896119	3897762	+	1644	15
OMCOBO_03464	contig_2	3898274	3899362	-	1089	12
OMCOBO_03465	contig_2	3899581	3903576	+	3996	150
OMCOBO_03467	contig_2	3903980	3904216	+	237	32
OMCOBO_03468	contig_2	3904747	3904953	-	207	220
OMCOBO_03469	contig_2	3905409	3906293	-	885	89
OMCOBO_03470	contig_2	3906499	3907602	+	1104	169
OMCOBO_03471	contig_2	3907913	3908161	+	249	140
OMCOBO_03472	contig_2	3908281	3909351	-	1071	484
OMCOBO_03473	contig_2	3909385	3911073	-	1689	743
OMCOBO_03474	contig_2	3911448	3912992	+	1545	16
OMCOBO_03475	contig_2	3913070	3913867	-	798	122
OMCOBO_03476	contig_2	3913982	3914185	-	204	61
OMCOBO_03477	contig_2	3914212	3914733	-	522	111
OMCOBO_03478	contig_2	3914914	3917163	-	2250	1824
OMCOBO_03479	contig_2	3917160	3917864	-	705	527
OMCOBO_03480	contig_2	3917861	3918124	-	264	152
OMCOBO_03481	contig_2	3918424	3918744	+	321	85
OMCOBO_03485	contig_2	3919707	3920606	-	900	424
OMCOBO_03486	contig_2	3920716	3921951	-	1236	3
OMCOBO_03487	contig_2	3922053	3922961	+	909	16
OMCOBO_03488	contig_2	3923023	3924570	-	1548	235
OMCOBO_03489	contig_2	3924685	3926589	-	1905	185
OMCOBO_03490	contig_2	3927031	3928287	-	1257	216
OMCOBO_03491	contig_2	3928594	3929391	+	798	23
OMCOBO_03492	contig_2	3929452	3930102	-	651	172
OMCOBO_03493	contig_2	3930199	3930882	-	684	34
OMCOBO_03494	contig_2	3931036	3932394	-	1359	452
OMCOBO_03495	contig_2	3932634	3933434	-	801	261
OMCOBO_03496	contig_2	3933797	3935338	+	1542	99
OMCOBO_03497	contig_2	3935422	3936708	-	1287	915
OMCOBO_03498	contig_2	3936886	3937962	+	1077	23
OMCOBO_03499	contig_2	3938013	3938573	-	561	43
OMCOBO_03500	contig_2	3938667	3939644	+	978	94
OMCOBO_03501	contig_2	3939641	3941299	+	1659	53
OMCOBO_03502	contig_2	3941431	3942087	-	657	111
OMCOBO_03503	contig_2	3942084	3943514	-	1431	244
OMCOBO_03504	contig_2	3943569	3944321	-	753	6
OMCOBO_03505	contig_2	3944318	3945643	-	1326	21
OMCOBO_03506	contig_2	3945636	3946526	-	891	87
OMCOBO_03507	contig_2	3946695	3947108	-	414	145
OMCOBO_03508	contig_2	3947366	3948898	-	1533	44
OMCOBO_03509	contig_2	3949019	3950041	-	1023	836
OMCOBO_03510	contig_2	3950293	3950835	-	543	132
OMCOBO_03511	contig_2	3950879	3951724	-	846	153
OMCOBO_03512	contig_2	3951828	3952763	-	936	43
OMCOBO_03513	contig_2	3952870	3954600	-	1731	70
OMCOBO_03514	contig_2	3954734	3955252	-	519	77
OMCOBO_03515	contig_2	3955706	3956038	-	333	28
OMCOBO_03516	contig_2	3956239	3957417	+	1179	579
OMCOBO_03517	contig_2	3957574	3958809	+	1236	58
OMCOBO_03518	contig_2	3958908	3959444	-	537	392
OMCOBO_03519	contig_2	3959571	3962222	-	2652	496
OMCOBO_03520	contig_2	3962410	3962991	+	582	38
OMCOBO_03521	contig_2	3963212	3963457	+	246	101
OMCOBO_03522	contig_2	3963454	3963858	+	405	95
OMCOBO_03523	contig_2	3963965	3964420	-	456	154
OMCOBO_03524	contig_2	3964422	3965600	-	1179	472
OMCOBO_03525	contig_2	3965646	3966341	-	696	427
OMCOBO_03526	contig_2	3966338	3968194	-	1857	1682
OMCOBO_03527	contig_2	3968528	3970798	+	2271	306
OMCOBO_03528	contig_2	3971490	3972419	+	930	174
OMCOBO_03529	contig_2	3972545	3974131	-	1587	31
OMCOBO_03530	contig_2	3974285	3974782	-	498	108
OMCOBO_03531	contig_2	3974852	3975427	-	576	216
OMCOBO_03532	contig_2	3975568	3975726	-	159	44
OMCOBO_03534	contig_2	3976472	3976777	-	306	15
OMCOBO_03535	contig_2	3976879	3977955	-	1077	78
OMCOBO_03536	contig_2	3978369	3978833	+	465	22
OMCOBO_03537	contig_2	3978843	3980006	-	1164	4
OMCOBO_03538	contig_2	3980006	3980233	-	228	1
OMCOBO_03539	contig_2	3980359	3980988	-	630	72
OMCOBO_03540	contig_2	3981230	3982807	+	1578	1
OMCOBO_03541	contig_2	3983019	3983822	+	804	8
OMCOBO_03542	contig_2	3983986	3984720	+	735	3
OMCOBO_03543	contig_2	3984717	3986429	+	1713	30
OMCOBO_03544	contig_2	3986623	3987036	-	414	103
OMCOBO_03545	contig_2	3987033	3987692	-	660	117
OMCOBO_03546	contig_2	3988095	3988604	+	510	357
OMCOBO_03547	contig_2	3988684	3988983	+	300	282
OMCOBO_03548	contig_2	3989144	3989728	+	585	141
OMCOBO_03549	contig_2	3989768	3990532	+	765	101
OMCOBO_03550	contig_2	3990535	3991926	+	1392	189
OMCOBO_03551	contig_2	3991984	3992721	+	738	63
OMCOBO_03552	contig_2	3992936	3993559	+	624	32
OMCOBO_03553	contig_2	3994130	3994402	+	273	1
OMCOBO_03554	contig_2	3994517	3994939	+	423	1
OMCOBO_03555	contig_2	3995220	3995810	+	591	5
OMCOBO_03556	contig_2	3996393	3997634	+	1242	6
OMCOBO_03557	contig_2	3998065	4000311	-	2247	34
OMCOBO_03558	contig_2	4000409	4000933	-	525	31
OMCOBO_03559	contig_2	4001205	4001765	+	561	43
OMCOBO_03560	contig_2	4001770	4001994	+	225	2
OMCOBO_03561	contig_2	4002090	4002350	+	261	3
OMCOBO_03562	contig_2	4002442	4002714	+	273	4
OMCOBO_03563	contig_2	4003459	4004196	-	738	7
OMCOBO_03564	contig_2	4004378	4004776	+	399	13
OMCOBO_03565	contig_2	4004948	4005541	-	594	168
OMCOBO_03566	contig_2	4005541	4005879	-	339	89
OMCOBO_03567	contig_2	4006971	4007381	+	411	34
OMCOBO_03568	contig_2	4007661	4008419	+	759	6
OMCOBO_03569	contig_2	4008477	4008776	+	300	10
OMCOBO_03570	contig_2	4008851	4009147	+	297	3
OMCOBO_03571	contig_2	4009194	4009892	+	699	34
OMCOBO_03572	contig_2	4009903	4011153	+	1251	64
OMCOBO_03573	contig_2	4011229	4015620	-	4392	84
OMCOBO_03574	contig_2	4015860	4016801	+	942	17
OMCOBO_03575	contig_2	4016805	4017389	-	585	21
OMCOBO_03576	contig_2	4017537	4018307	-	771	39
OMCOBO_03577	contig_2	4018753	4019823	+	1071	45
OMCOBO_03578	contig_2	4019829	4020722	+	894	18
OMCOBO_03579	contig_2	4020737	4021879	-	1143	4
OMCOBO_03580	contig_2	4022062	4023600	-	1539	4
OMCOBO_03581	contig_2	4023826	4024233	+	408	22
OMCOBO_03582	contig_2	4024342	4024692	-	351	14
OMCOBO_03583	contig_2	4025370	4028459	+	3090	35
OMCOBO_03584	contig_2	4028744	4028947	+	204	2
OMCOBO_03585	contig_2	4028880	4029485	-	606	2
OMCOBO_03586	contig_2	4030003	4030182	+	180	0
OMCOBO_03587	contig_2	4030217	4031467	-	1251	86
OMCOBO_03588	contig_2	4032098	4033375	+	1278	140
OMCOBO_03589	contig_2	4034322	4034828	-	507	2
OMCOBO_03590	contig_2	4035175	4035612	-	438	9
OMCOBO_03591	contig_2	4035740	4035964	-	225	9
OMCOBO_03592	contig_2	4036229	4036684	+	456	342
OMCOBO_03593	contig_2	4036770	4037345	-	576	501
OMCOBO_03594	contig_2	4037567	4038040	+	474	39
OMCOBO_03595	contig_2	4038044	4039009	+	966	31
OMCOBO_03596	contig_2	4039156	4039404	+	249	154
OMCOBO_03597	contig_2	4039540	4041045	+	1506	376
OMCOBO_03598	contig_2	4041163	4041453	-	291	14
OMCOBO_03599	contig_2	4041704	4042441	+	738	20
OMCOBO_03600	contig_2	4042561	4043832	+	1272	85
OMCOBO_03601	contig_2	4043914	4047516	-	3603	1703
OMCOBO_03602	contig_2	4047787	4049295	+	1509	18
OMCOBO_03603	contig_2	4049292	4049924	+	633	29
OMCOBO_03604	contig_2	4049927	4051498	+	1572	112
OMCOBO_03605	contig_2	4051513	4052283	-	771	16
OMCOBO_03606	contig_2	4052301	4053464	+	1164	12
OMCOBO_03607	contig_2	4053546	4053887	-	342	6
OMCOBO_03608	contig_2	4054030	4054797	-	768	50
OMCOBO_03609	contig_2	4054820	4056121	-	1302	16
OMCOBO_03610	contig_2	4056345	4057418	+	1074	98
OMCOBO_03611	contig_2	4057678	4058694	+	1017	52
OMCOBO_03612	contig_2	4058886	4059959	+	1074	3
OMCOBO_03613	contig_2	4059990	4060931	-	942	9
OMCOBO_03614	contig_2	4061120	4062277	+	1158	5
OMCOBO_03615	contig_2	4062368	4063357	-	990	0
OMCOBO_03616	contig_2	4063354	4064028	-	675	1
OMCOBO_03617	contig_2	4064025	4064756	-	732	1
OMCOBO_03618	contig_2	4065060	4065857	+	798	7
OMCOBO_03619	contig_2	4066033	4067313	-	1281	193
OMCOBO_03620	contig_2	4068065	4069882	+	1818	667
OMCOBO_03621	contig_2	4070261	4071976	+	1716	763
OMCOBO_03622	contig_2	4072133	4073920	-	1788	1030
OMCOBO_03623	contig_2	4074192	4076378	+	2187	43
OMCOBO_03624	contig_2	4076294	4077454	-	1161	73
OMCOBO_03625	contig_2	4077615	4078568	-	954	7
OMCOBO_03626	contig_2	4078745	4079215	-	471	64
OMCOBO_03627	contig_2	4079406	4081232	+	1827	367
OMCOBO_03628	contig_2	4081548	4082843	+	1296	295
OMCOBO_03629	contig_2	4082845	4084824	+	1980	311
OMCOBO_03630	contig_2	4084988	4085812	+	825	32
OMCOBO_03631	contig_2	4086165	4087058	+	894	4
OMCOBO_03632	contig_2	4087247	4088152	+	906	36
OMCOBO_03633	contig_2	4088306	4088944	+	639	91
OMCOBO_03634	contig_2	4089009	4090880	-	1872	221
OMCOBO_03635	contig_2	4090888	4091418	+	531	76
OMCOBO_03636	contig_2	4091657	4092481	+	825	462
OMCOBO_03637	contig_2	4092680	4092979	+	300	76
OMCOBO_03638	contig_2	4092985	4093158	+	174	1
OMCOBO_03639	contig_2	4093124	4094497	-	1374	160
OMCOBO_03640	contig_2	4094494	4095186	-	693	89
OMCOBO_03641	contig_2	4095324	4096175	-	852	27
OMCOBO_03642	contig_2	4096380	4096556	+	177	25
OMCOBO_03643	contig_2	4096664	4098130	-	1467	598
OMCOBO_03644	contig_2	4098152	4099135	-	984	530
OMCOBO_03645	contig_2	4099138	4100355	-	1218	766
OMCOBO_03646	contig_2	4100663	4101340	+	678	228
OMCOBO_03647	contig_2	4101468	4101884	+	417	69
OMCOBO_03648	contig_2	4101937	4102980	+	1044	42
OMCOBO_03649	contig_2	4103014	4104681	-	1668	619
OMCOBO_03650	contig_2	4104995	4106641	+	1647	270
OMCOBO_03651	contig_2	4106727	4107287	-	561	127
OMCOBO_03652	contig_2	4107595	4108422	-	828	44
OMCOBO_03653	contig_2	4108572	4109549	-	978	350
OMCOBO_03654	contig_2	4109658	4110797	-	1140	126
OMCOBO_03655	contig_2	4110794	4112365	-	1572	46
OMCOBO_03656	contig_2	4112362	4113273	-	912	17
OMCOBO_03657	contig_2	4113328	4114785	-	1458	6
OMCOBO_03658	contig_2	4114785	4115819	-	1035	6
OMCOBO_03659	contig_2	4115816	4117015	-	1200	7
OMCOBO_03660	contig_2	4117263	4117781	+	519	28
OMCOBO_03661	contig_2	4117879	4118484	-	606	59
OMCOBO_03662	contig_2	4118472	4119998	-	1527	27
OMCOBO_03663	contig_2	4120144	4121826	+	1683	153
OMCOBO_03664	contig_2	4122011	4122676	-	666	75
OMCOBO_03665	contig_2	4122673	4124034	-	1362	106
OMCOBO_03666	contig_2	4124031	4124726	-	696	51
OMCOBO_03667	contig_2	4124869	4125852	+	984	14
OMCOBO_03668	contig_2	4125849	4126220	+	372	1
OMCOBO_03669	contig_2	4126217	4126927	+	711	4
OMCOBO_03670	contig_2	4126921	4127418	+	498	5
OMCOBO_03671	contig_2	4127418	4128464	+	1047	8
OMCOBO_03672	contig_2	4128591	4129724	+	1134	25
OMCOBO_03673	contig_2	4129800	4130144	-	345	27
OMCOBO_03674	contig_2	4130155	4131117	-	963	35
OMCOBO_03675	contig_2	4131282	4132751	-	1470	363
OMCOBO_03676	contig_2	4133014	4134207	-	1194	11
OMCOBO_03677	contig_2	4134379	4134813	+	435	18
OMCOBO_03678	contig_2	4134929	4135291	-	363	45
OMCOBO_03679	contig_2	4135416	4136066	+	651	126
OMCOBO_03680	contig_2	4136220	4137521	-	1302	12
OMCOBO_03681	contig_2	4137584	4138567	+	984	13
OMCOBO_03683	contig_2	4139241	4140059	+	819	348
OMCOBO_03684	contig_2	4140070	4140597	+	528	184
OMCOBO_03685	contig_2	4140730	4142238	+	1509	466
OMCOBO_03686	contig_2	4142262	4143659	+	1398	223
OMCOBO_03687	contig_2	4143656	4145125	+	1470	279
OMCOBO_03688	contig_2	4145272	4147272	+	2001	733
OMCOBO_03689	contig_2	4147352	4148098	-	747	113
OMCOBO_03690	contig_2	4148125	4149729	-	1605	165
OMCOBO_03691	contig_2	4149726	4150382	-	657	134
OMCOBO_03692	contig_2	4150379	4150555	-	177	12
OMCOBO_03693	contig_2	4150638	4151327	-	690	24
OMCOBO_03694	contig_2	4151364	4152134	-	771	112
OMCOBO_03695	contig_2	4152305	4152559	+	255	68
OMCOBO_03696	contig_2	4152818	4153732	-	915	92
OMCOBO_03697	contig_2	4153925	4154452	-	528	384
OMCOBO_03698	contig_2	4154744	4155466	+	723	216
OMCOBO_03700	contig_2	4155940	4156488	+	549	163
OMCOBO_03701	contig_2	4156555	4157940	+	1386	127
OMCOBO_03702	contig_2	4157947	4159311	-	1365	46
OMCOBO_03703	contig_2	4159308	4161161	-	1854	252
OMCOBO_03704	contig_2	4161421	4161555	-	135	84
OMCOBO_03706	contig_2	4161974	4162672	-	699	145
OMCOBO_03707	contig_2	4162688	4165312	-	2625	1355
OMCOBO_03708	contig_2	4165363	4167417	-	2055	1012
OMCOBO_03709	contig_2	4167827	4168360	-	534	12
OMCOBO_03710	contig_2	4168357	4169493	-	1137	132
OMCOBO_03711	contig_2	4169535	4170413	-	879	511
OMCOBO_03712	contig_2	4170587	4171717	-	1131	778
OMCOBO_03713	contig_2	4172725	4174569	-	1845	226
OMCOBO_03714	contig_2	4175301	4175591	+	291	80
OMCOBO_03715	contig_2	4175588	4175905	+	318	54
OMCOBO_03716	contig_2	4175909	4177039	+	1131	533
OMCOBO_03717	contig_2	4177054	4177560	+	507	201
OMCOBO_03718	contig_2	4177694	4178419	+	726	74
OMCOBO_03719	contig_2	4178774	4179799	+	1026	279
OMCOBO_03720	contig_2	4179796	4180896	+	1101	266
OMCOBO_03721	contig_2	4181205	4181822	+	618	33
OMCOBO_03722	contig_2	4181929	4182255	-	327	185
OMCOBO_03723	contig_2	4182306	4183280	-	975	513
OMCOBO_03724	contig_2	4183394	4184383	-	990	75
OMCOBO_03725	contig_2	4184380	4185075	-	696	49
OMCOBO_03726	contig_2	4185265	4186983	-	1719	602
OMCOBO_03727	contig_2	4187091	4189337	-	2247	288
OMCOBO_03728	contig_2	4189384	4191702	-	2319	265
OMCOBO_03729	contig_2	4191888	4193363	+	1476	83
OMCOBO_03730	contig_2	4193507	4194121	-	615	78
OMCOBO_03731	contig_2	4194248	4195507	-	1260	99
OMCOBO_03732	contig_2	4195584	4196666	-	1083	649
OMCOBO_03733	contig_2	4196726	4197394	-	669	336
OMCOBO_03734	contig_2	4198128	4200407	+	2280	783
OMCOBO_03735	contig_2	4200531	4202012	+	1482	218
OMCOBO_03736	contig_2	4202101	4203132	-	1032	382
OMCOBO_03737	contig_2	4203188	4204306	-	1119	582
OMCOBO_03738	contig_2	4204436	4204753	-	318	52
OMCOBO_03739	contig_2	4204983	4205273	+	291	500
OMCOBO_03740	contig_2	4205356	4205967	+	612	731
OMCOBO_03741	contig_2	4206097	4206333	+	237	287
OMCOBO_03742	contig_2	4206352	4206798	+	447	473
OMCOBO_03743	contig_2	4206884	4207750	-	867	45
OMCOBO_03744	contig_2	4207791	4209128	-	1338	70
OMCOBO_03745	contig_2	4209589	4211067	+	1479	125
OMCOBO_03746	contig_2	4211087	4211437	-	351	6
OMCOBO_03747	contig_2	4211526	4212350	+	825	7
OMCOBO_03748	contig_2	4212347	4213273	+	927	14
OMCOBO_03749	contig_2	4213464	4216595	+	3132	42
OMCOBO_03750	contig_2	4217027	4218502	+	1476	135
OMCOBO_03751	contig_2	4218680	4219819	+	1140	106
OMCOBO_03752	contig_2	4220185	4220982	+	798	16
OMCOBO_03753	contig_2	4221016	4221468	-	453	45
OMCOBO_03754	contig_2	4221559	4222041	-	483	74
OMCOBO_03755	contig_2	4222153	4222662	-	510	1
OMCOBO_03756	contig_2	4222804	4223439	+	636	14
OMCOBO_03757	contig_2	4223898	4225640	+	1743	136
OMCOBO_03758	contig_2	4225645	4226565	+	921	55
OMCOBO_03759	contig_2	4226624	4227103	-	480	105
OMCOBO_03760	contig_2	4227157	4228053	-	897	17
OMCOBO_03761	contig_2	4228322	4229446	-	1125	126
OMCOBO_03762	contig_2	4229443	4230009	-	567	62
OMCOBO_03763	contig_2	4230013	4230390	-	378	66
OMCOBO_03764	contig_2	4230439	4230756	+	318	39
OMCOBO_03765	contig_2	4230959	4231186	+	228	57
OMCOBO_03766	contig_2	4231631	4232407	+	777	30
OMCOBO_03767	contig_2	4232512	4232934	+	423	96
OMCOBO_03768	contig_2	4233068	4234444	-	1377	67
OMCOBO_03769	contig_2	4234627	4236411	+	1785	1361
OMCOBO_03770	contig_2	4236532	4237413	-	882	206
OMCOBO_03771	contig_2	4237624	4238706	-	1083	225
OMCOBO_03772	contig_2	4238948	4240024	-	1077	9
OMCOBO_03773	contig_2	4240469	4241548	+	1080	237
OMCOBO_03774	contig_2	4241648	4242016	-	369	16
OMCOBO_03775	contig_2	4242275	4243783	+	1509	270
OMCOBO_03776	contig_2	4243793	4244794	+	1002	144
OMCOBO_03777	contig_2	4244849	4248523	+	3675	108
OMCOBO_03778	contig_2	4248707	4250383	+	1677	85
OMCOBO_03779	contig_2	4250617	4251498	-	882	46
OMCOBO_03780	contig_2	4251610	4252506	+	897	107
OMCOBO_03781	contig_2	4252686	4253585	+	900	78
OMCOBO_03782	contig_2	4253685	4254248	+	564	30
OMCOBO_03783	contig_2	4254273	4254815	-	543	16
OMCOBO_03784	contig_2	4254932	4255546	-	615	68
OMCOBO_03785	contig_2	4255730	4256320	+	591	13
OMCOBO_03786	contig_2	4256317	4257666	+	1350	38
OMCOBO_03787	contig_2	4257822	4258958	-	1137	59
OMCOBO_03788	contig_2	4259231	4260148	-	918	58
OMCOBO_03789	contig_2	4260272	4262122	-	1851	303
OMCOBO_03790	contig_2	4262119	4262985	-	867	160
OMCOBO_03791	contig_2	4263325	4264413	+	1089	222
OMCOBO_03792	contig_2	4264410	4265303	+	894	203
OMCOBO_03793	contig_2	4265353	4266264	+	912	267
OMCOBO_03794	contig_2	4266290	4267066	+	777	177
OMCOBO_03795	contig_2	4267124	4267948	-	825	58
OMCOBO_03796	contig_2	4268271	4269563	-	1293	20
OMCOBO_03797	contig_2	4269687	4270397	-	711	15
OMCOBO_03798	contig_2	4270921	4271379	+	459	68
OMCOBO_03799	contig_2	4271584	4272999	-	1416	78
OMCOBO_03800	contig_2	4273015	4273491	-	477	6
OMCOBO_03801	contig_2	4273796	4274161	+	366	17
OMCOBO_03802	contig_2	4274169	4274696	+	528	37
OMCOBO_03803	contig_2	4274672	4275694	-	1023	27
OMCOBO_03804	contig_2	4275922	4277487	-	1566	57
OMCOBO_03805	contig_2	4277631	4278692	+	1062	13
OMCOBO_03806	contig_2	4278689	4279411	+	723	8
OMCOBO_03807	contig_2	4279402	4280265	-	864	124
OMCOBO_03808	contig_2	4280262	4281551	-	1290	519
