# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "--fraction" "-s" "0" "-T" "8" "mapped.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.sorted.bam
OMCOBO_05488	contig_3	877430	878284	+	855	4798
OMCOBO_05489	contig_3	878372	879043	-	672	4435
OMCOBO_05490	contig_3	879040	879708	-	669	2782
OMCOBO_05491	contig_3	880040	882028	+	1989	1032
OMCOBO_05492	contig_3	882301	884352	+	2052	9649
OMCOBO_05493	contig_3	884461	885801	+	1341	2422
OMCOBO_05497	contig_3	892099	892767	+	669	1101
OMCOBO_05498	contig_3	892810	893727	-	918	276
OMCOBO_05499	contig_3	893850	894902	-	1053	2671
OMCOBO_05500	contig_3	895164	896375	-	1212	602
OMCOBO_05501	contig_3	896949	897482	-	534	294
OMCOBO_05502	contig_3	897664	898119	+	456	132
OMCOBO_05503	contig_3	898116	899144	+	1029	323
OMCOBO_05504	contig_3	899104	899967	+	864	705
OMCOBO_05505	contig_3	900806	901195	+	390	968
OMCOBO_05506	contig_3	901251	902690	+	1440	933
OMCOBO_05507	contig_3	902687	903043	+	357	635
OMCOBO_05508	contig_3	903527	904012	+	486	795
OMCOBO_05509	contig_3	903819	904799	-	981	7750
OMCOBO_05510	contig_3	905059	905982	+	924	2540
OMCOBO_05511	contig_3	906265	907845	+	1581	6902
OMCOBO_05512	contig_3	907842	910631	+	2790	4604
OMCOBO_05513	contig_3	910805	912040	+	1236	3434
OMCOBO_05514	contig_3	912390	913394	+	1005	11840
OMCOBO_05515	contig_3	913582	915111	+	1530	1113
OMCOBO_05516	contig_3	915415	916242	+	828	1013
OMCOBO_05517	contig_3	916239	918626	+	2388	2258
OMCOBO_05518	contig_3	918686	919711	-	1026	3424
OMCOBO_05519	contig_3	919852	920469	-	618	9529
OMCOBO_05520	contig_3	920664	921695	+	1032	4547
OMCOBO_05521	contig_3	921747	922397	-	651	26274
OMCOBO_05522	contig_3	922850	923656	+	807	86902
OMCOBO_05523	contig_3	923781	924650	-	870	2413
OMCOBO_05524	contig_3	924655	926262	-	1608	1436
OMCOBO_05525	contig_3	926453	927598	+	1146	687
OMCOBO_05526	contig_3	928089	929588	+	1500	958
OMCOBO_05527	contig_3	929585	930742	+	1158	345
OMCOBO_05528	contig_3	930739	931824	+	1086	243
OMCOBO_05529	contig_3	931821	932774	+	954	260
OMCOBO_05530	contig_3	932771	933562	+	792	443
OMCOBO_05531	contig_3	933683	934054	-	372	117
OMCOBO_05532	contig_3	934061	934273	-	213	38
OMCOBO_05533	contig_3	934349	940771	-	6423	1045
OMCOBO_05534	contig_3	940928	941860	-	933	496
OMCOBO_05535	contig_3	942573	949001	+	6429	915
OMCOBO_05536	contig_3	948998	955474	+	6477	1997
OMCOBO_05537	contig_3	955654	956724	+	1071	573
OMCOBO_05538	contig_3	956774	957544	+	771	282
OMCOBO_05539	contig_3	957600	958850	+	1251	228
OMCOBO_05540	contig_3	958941	959729	-	789	17
OMCOBO_05541	contig_3	960124	961758	+	1635	246
OMCOBO_05542	contig_3	961834	962202	+	369	344
OMCOBO_05543	contig_3	962199	963149	+	951	1015
OMCOBO_05544	contig_3	963364	964380	-	1017	800
OMCOBO_05545	contig_3	964586	965371	+	786	51
OMCOBO_05546	contig_3	965441	966220	-	780	256
OMCOBO_05547	contig_3	966295	967614	+	1320	344
OMCOBO_05548	contig_3	967712	968740	+	1029	101
OMCOBO_05549	contig_3	968842	970014	-	1173	136
OMCOBO_05550	contig_3	970007	971692	-	1686	56
OMCOBO_05551	contig_3	971689	972174	-	486	35
OMCOBO_05552	contig_3	972231	973526	-	1296	80
OMCOBO_05553	contig_3	973493	975028	-	1536	312
OMCOBO_05554	contig_3	975126	975422	-	297	125
OMCOBO_05555	contig_3	975805	976149	+	345	38
OMCOBO_05556	contig_3	976146	977894	+	1749	986
OMCOBO_05557	contig_3	977997	979364	-	1368	8108
OMCOBO_05558	contig_3	980089	980877	+	789	108
OMCOBO_05559	contig_3	981054	982583	-	1530	2409
OMCOBO_05560	contig_3	982675	983661	+	987	431
OMCOBO_05561	contig_3	983663	984022	+	360	138
OMCOBO_05562	contig_3	984213	985037	+	825	599
OMCOBO_05563	contig_3	985227	986672	-	1446	96142
OMCOBO_05564	contig_3	986980	989694	+	2715	149370
OMCOBO_05565	contig_3	989822	990775	-	954	642
OMCOBO_05566	contig_3	991119	992102	-	984	104
OMCOBO_05567	contig_3	992195	995635	-	3441	648
OMCOBO_05568	contig_3	996100	997533	+	1434	8040
OMCOBO_05569	contig_3	997597	998520	+	924	5332
OMCOBO_05570	contig_3	998532	999407	+	876	3113
OMCOBO_05571	contig_3	999642	1000841	+	1200	2438
OMCOBO_05572	contig_3	1000982	1002082	+	1101	3606
OMCOBO_05573	contig_3	1002220	1003011	+	792	1845
OMCOBO_05574	contig_3	1003008	1004282	+	1275	1816
OMCOBO_05575	contig_3	1004559	1006526	+	1968	83951
OMCOBO_05576	contig_3	1006731	1008320	+	1590	1427
OMCOBO_05577	contig_3	1008407	1008805	-	399	30
OMCOBO_05578	contig_3	1008933	1011062	-	2130	26502
OMCOBO_05579	contig_3	1011059	1012279	-	1221	10170
OMCOBO_05580	contig_3	1012549	1013706	-	1158	5905
OMCOBO_05581	contig_3	1013904	1014566	-	663	1248
OMCOBO_05582	contig_3	1014841	1015497	-	657	106
OMCOBO_05583	contig_3	1015546	1016667	+	1122	13987
OMCOBO_05584	contig_3	1016729	1018129	-	1401	1166
OMCOBO_05585	contig_3	1018262	1019719	-	1458	1903
OMCOBO_05586	contig_3	1019837	1021045	-	1209	5715
OMCOBO_05587	contig_3	1021173	1022204	-	1032	25
OMCOBO_05588	contig_3	1022460	1023917	+	1458	1769
OMCOBO_05589	contig_3	1023920	1024657	+	738	19321
OMCOBO_05590	contig_3	1024741	1026450	-	1710	2763
OMCOBO_05591	contig_3	1026595	1027437	-	843	87
OMCOBO_05592	contig_3	1027565	1028563	-	999	52
OMCOBO_05593	contig_3	1028573	1029070	-	498	43
OMCOBO_05594	contig_3	1029054	1029893	-	840	380
OMCOBO_05595	contig_3	1030100	1030774	-	675	272
OMCOBO_05596	contig_3	1030842	1031630	-	789	415
OMCOBO_05597	contig_3	1031753	1032664	+	912	524
OMCOBO_05598	contig_3	1032661	1033341	+	681	294
OMCOBO_05599	contig_3	1033395	1033592	+	198	136
OMCOBO_05600	contig_3	1033607	1034728	-	1122	3716
OMCOBO_05601	contig_3	1034796	1035641	+	846	528
OMCOBO_05602	contig_3	1035795	1036292	+	498	8780
OMCOBO_05603	contig_3	1036520	1036723	+	204	562
OMCOBO_05604	contig_3	1036775	1037461	-	687	871
OMCOBO_05605	contig_3	1037458	1038630	-	1173	289
OMCOBO_05606	contig_3	1038750	1039994	+	1245	358
OMCOBO_05607	contig_3	1039991	1040632	+	642	170
OMCOBO_05608	contig_3	1040785	1042188	+	1404	12069
OMCOBO_05609	contig_3	1042205	1042612	+	408	1801
OMCOBO_05610	contig_3	1042540	1042722	-	183	25
OMCOBO_05611	contig_3	1042780	1043766	+	987	922
OMCOBO_05612	contig_3	1043877	1043993	+	117	52
OMCOBO_05613	contig_3	1044269	1044928	-	660	3759
OMCOBO_05614	contig_3	1044925	1045842	-	918	3607
OMCOBO_05615	contig_3	1045964	1047556	-	1593	1033
OMCOBO_05616	contig_3	1047717	1049207	+	1491	441
OMCOBO_05617	contig_3	1049388	1049921	+	534	424
OMCOBO_05618	contig_3	1049959	1050591	-	633	87
OMCOBO_05619	contig_3	1050588	1052459	-	1872	943
OMCOBO_05620	contig_3	1052618	1053172	+	555	586
OMCOBO_05621	contig_3	1053169	1053291	+	123	25
OMCOBO_05622	contig_3	1053340	1055907	-	2568	559
OMCOBO_05623	contig_3	1056021	1057310	+	1290	397
OMCOBO_05624	contig_3	1057355	1059538	-	2184	4203
OMCOBO_05625	contig_3	1060103	1061353	+	1251	8939
OMCOBO_05626	contig_3	1061559	1062272	+	714	6063
OMCOBO_05627	contig_3	1062313	1063200	-	888	2503
OMCOBO_05628	contig_3	1063380	1064591	+	1212	313
OMCOBO_05629	contig_3	1064912	1066123	+	1212	1381
OMCOBO_05630	contig_3	1066407	1066772	+	366	291
OMCOBO_05631	contig_3	1066989	1067555	+	567	365
OMCOBO_05632	contig_3	1068526	1071543	+	3018	3583
OMCOBO_05633	contig_3	1071984	1073798	+	1815	456
OMCOBO_05634	contig_3	1073892	1077773	+	3882	321
OMCOBO_05635	contig_3	1078732	1079829	+	1098	6653
OMCOBO_05636	contig_3	1079826	1080287	+	462	1596
OMCOBO_05637	contig_3	1080280	1082112	+	1833	10280
OMCOBO_05638	contig_3	1082411	1082611	+	201	194
OMCOBO_05639	contig_3	1082661	1083245	-	585	149
OMCOBO_05640	contig_3	1085334	1085891	+	558	53
OMCOBO_05641	contig_3	1085923	1086693	-	771	1525
OMCOBO_05642	contig_3	1086698	1087783	-	1086	3671
OMCOBO_05643	contig_3	1087770	1088570	-	801	4729
OMCOBO_05644	contig_3	1088605	1089714	-	1110	19143
OMCOBO_05645	contig_3	1089825	1089926	-	102	563
OMCOBO_05646	contig_3	1089929	1091290	-	1362	18435
OMCOBO_05647	contig_3	1091293	1092228	-	936	27553
OMCOBO_05648	contig_3	1092320	1092877	-	558	10393
OMCOBO_05649	contig_3	1092877	1093566	-	690	13954
OMCOBO_05650	contig_3	1093563	1093775	-	213	1224
OMCOBO_05651	contig_3	1093810	1095504	-	1695	67985
OMCOBO_05652	contig_3	1095969	1096562	-	594	337
OMCOBO_05653	contig_3	1096663	1097547	-	885	853
OMCOBO_05654	contig_3	1097767	1099128	-	1362	2169
OMCOBO_05655	contig_3	1099415	1099831	+	417	13708
OMCOBO_05656	contig_3	1100001	1101626	-	1626	436
OMCOBO_05657	contig_3	1101630	1102712	+	1083	684
OMCOBO_05658	contig_3	1102771	1104390	-	1620	114
OMCOBO_05659	contig_3	1104827	1105534	+	708	1384
OMCOBO_05660	contig_3	1105534	1106154	+	621	177
OMCOBO_05661	contig_3	1106260	1107087	+	828	226
OMCOBO_05662	contig_3	1107084	1108271	+	1188	675
OMCOBO_05663	contig_3	1108247	1109365	-	1119	712
OMCOBO_05664	contig_3	1109582	1109833	-	252	421
OMCOBO_05665	contig_3	1109949	1111154	-	1206	620
OMCOBO_05666	contig_3	1111344	1112087	+	744	583
OMCOBO_05667	contig_3	1112050	1112877	-	828	3389
OMCOBO_05668	contig_3	1113033	1113488	+	456	330
OMCOBO_05669	contig_3	1113488	1114081	+	594	159
OMCOBO_05670	contig_3	1114078	1115100	+	1023	99
OMCOBO_05671	contig_3	1115130	1117268	+	2139	383
OMCOBO_05672	contig_3	1117427	1117975	+	549	48
OMCOBO_05673	contig_3	1118266	1120323	+	2058	3683
OMCOBO_05674	contig_3	1120450	1121508	+	1059	1616
OMCOBO_05675	contig_3	1121633	1122199	+	567	1179
OMCOBO_05676	contig_3	1122215	1123390	-	1176	26066
OMCOBO_05677	contig_3	1123579	1124862	-	1284	40
OMCOBO_05678	contig_3	1125047	1126369	+	1323	279
OMCOBO_05679	contig_3	1126385	1127386	-	1002	154
OMCOBO_05680	contig_3	1127383	1128015	-	633	38
OMCOBO_05681	contig_3	1128076	1130448	-	2373	686
OMCOBO_05682	contig_3	1130667	1132127	+	1461	663
OMCOBO_05683	contig_3	1132191	1132910	-	720	424
OMCOBO_05684	contig_3	1133269	1133424	+	156	79
OMCOBO_05685	contig_3	1133689	1136061	+	2373	76
OMCOBO_05686	contig_3	1136058	1137284	+	1227	9
OMCOBO_05687	contig_3	1137377	1138171	-	795	25
OMCOBO_05688	contig_3	1138369	1138587	+	219	46
OMCOBO_05689	contig_3	1138618	1140588	-	1971	601
OMCOBO_05690	contig_3	1141099	1141584	+	486	33
OMCOBO_05691	contig_3	1141655	1142134	-	480	73
OMCOBO_05692	contig_3	1142408	1145284	-	2877	1313
OMCOBO_05693	contig_3	1145730	1147112	+	1383	2538
OMCOBO_05694	contig_3	1147099	1148523	+	1425	2033
OMCOBO_05695	contig_3	1148799	1149863	+	1065	1033
OMCOBO_05696	contig_3	1149875	1150993	-	1119	169
OMCOBO_05697	contig_3	1151070	1151414	+	345	30
OMCOBO_05698	contig_3	1151571	1152008	+	438	396
OMCOBO_05699	contig_3	1152049	1152981	-	933	491
OMCOBO_05700	contig_3	1153250	1154380	+	1131	7846
OMCOBO_05701	contig_3	1154523	1155005	-	483	322
OMCOBO_05702	contig_3	1155192	1156910	+	1719	239
OMCOBO_05703	contig_3	1157165	1158907	+	1743	1022
OMCOBO_05704	contig_3	1159237	1159734	+	498	5549
OMCOBO_05705	contig_3	1159774	1160877	-	1104	11314
OMCOBO_05706	contig_3	1161089	1161937	-	849	569
OMCOBO_05707	contig_3	1162072	1162854	+	783	926
OMCOBO_05708	contig_3	1162894	1163778	-	885	734
OMCOBO_05709	contig_3	1164118	1165071	-	954	235
OMCOBO_05710	contig_3	1165323	1166990	-	1668	1100
OMCOBO_05711	contig_3	1167253	1168155	+	903	2076
OMCOBO_05712	contig_3	1168146	1168745	+	600	806
OMCOBO_05713	contig_3	1168748	1171135	+	2388	6268
OMCOBO_05714	contig_3	1171464	1172927	+	1464	2513
OMCOBO_05715	contig_3	1172961	1174154	+	1194	2395
OMCOBO_05716	contig_3	1174939	1177704	+	2766	1727
OMCOBO_05717	contig_3	1177754	1179091	-	1338	110
OMCOBO_05718	contig_3	1179360	1180430	+	1071	365
OMCOBO_05719	contig_3	1180464	1181717	+	1254	1146
OMCOBO_05720	contig_3	1181731	1182279	-	549	451
OMCOBO_05721	contig_3	1182395	1183339	+	945	427
OMCOBO_05722	contig_3	1183523	1185064	+	1542	3581
OMCOBO_05723	contig_3	1185276	1185770	-	495	779
OMCOBO_05724	contig_3	1186190	1186369	-	180	27
OMCOBO_05725	contig_3	1186693	1186983	+	291	0
OMCOBO_05726	contig_3	1187308	1187655	-	348	58
OMCOBO_05727	contig_3	1187783	1188409	-	627	160
OMCOBO_05728	contig_3	1189123	1189368	+	246	707
OMCOBO_05729	contig_3	1189689	1189961	+	273	375
OMCOBO_05730	contig_3	1190089	1190418	+	330	284
OMCOBO_05731	contig_3	1190687	1190965	-	279	36
OMCOBO_05732	contig_3	1191099	1191863	-	765	47
OMCOBO_05733	contig_3	1192458	1192736	-	279	65
OMCOBO_05734	contig_3	1193055	1193558	-	504	38
OMCOBO_05735	contig_3	1194434	1195678	+	1245	25
OMCOBO_05736	contig_3	1196045	1196311	+	267	202
OMCOBO_05737	contig_3	1196585	1196758	+	174	9
OMCOBO_05738	contig_3	1196755	1198455	+	1701	10409
OMCOBO_05739	contig_3	1198690	1199367	+	678	2375
OMCOBO_05740	contig_3	1199509	1199886	-	378	1493
OMCOBO_05741	contig_3	1199934	1200452	-	519	294
OMCOBO_05742	contig_3	1200529	1201287	-	759	870
OMCOBO_05743	contig_3	1201771	1203228	-	1458	575
OMCOBO_05744	contig_3	1203447	1204658	-	1212	195
OMCOBO_05745	contig_3	1204668	1205564	-	897	151
OMCOBO_05746	contig_3	1205628	1206467	-	840	130
OMCOBO_05747	contig_3	1206603	1206887	+	285	548
OMCOBO_05748	contig_3	1206884	1207264	+	381	9732
OMCOBO_05749	contig_3	1207435	1207947	+	513	734
OMCOBO_05750	contig_3	1207944	1208342	+	399	448
OMCOBO_05751	contig_3	1208350	1209273	+	924	1795
OMCOBO_05752	contig_3	1209355	1210758	+	1404	2236
OMCOBO_05753	contig_3	1210804	1212207	+	1404	2135
OMCOBO_05754	contig_3	1212492	1213955	+	1464	2228
OMCOBO_05755	contig_3	1214085	1214948	-	864	1386
OMCOBO_05756	contig_3	1215101	1215691	-	591	267
OMCOBO_05757	contig_3	1215801	1217258	+	1458	1407
OMCOBO_05758	contig_3	1217255	1218817	+	1563	790
OMCOBO_05759	contig_3	1219046	1219927	+	882	66
OMCOBO_05760	contig_3	1220107	1221747	-	1641	14410
OMCOBO_05761	contig_3	1222117	1222758	-	642	153
OMCOBO_05762	contig_3	1222829	1223059	-	231	521
OMCOBO_05763	contig_3	1223545	1223859	+	315	706
OMCOBO_05764	contig_3	1223891	1224694	-	804	4221
OMCOBO_05765	contig_3	1224955	1225761	+	807	442
OMCOBO_05766	contig_3	1225804	1227357	+	1554	82
OMCOBO_05767	contig_3	1227535	1228875	+	1341	713
OMCOBO_05768	contig_3	1228872	1230002	+	1131	520
OMCOBO_05769	contig_3	1229814	1230326	-	513	224
OMCOBO_05770	contig_3	1230680	1232605	-	1926	8083
OMCOBO_05771	contig_3	1232758	1232952	-	195	4378
OMCOBO_05772	contig_3	1233010	1233642	-	633	7742
OMCOBO_05773	contig_3	1233725	1234108	-	384	1040
OMCOBO_05774	contig_3	1234307	1234765	+	459	676
OMCOBO_05775	contig_3	1235107	1235775	+	669	7151
OMCOBO_05776	contig_3	1235910	1236746	+	837	1170
OMCOBO_05777	contig_3	1236795	1237688	-	894	234
OMCOBO_05778	contig_3	1237810	1239105	+	1296	10
OMCOBO_05779	contig_3	1239196	1239942	+	747	51
OMCOBO_05780	contig_3	1240151	1240852	+	702	4448
OMCOBO_05781	contig_3	1241266	1242249	+	984	1883
OMCOBO_05782	contig_3	1242246	1243313	+	1068	2954
OMCOBO_05783	contig_3	1243310	1244119	+	810	2155
OMCOBO_05784	contig_3	1244360	1245481	+	1122	2023
OMCOBO_05785	contig_3	1245478	1246050	+	573	1374
OMCOBO_05786	contig_3	1246460	1246615	-	156	87
OMCOBO_05787	contig_3	1247612	1248472	-	861	455
OMCOBO_05788	contig_3	1248627	1249244	+	618	3047
OMCOBO_05789	contig_3	1249625	1250560	-	936	782
OMCOBO_05790	contig_3	1250695	1251438	-	744	1890
OMCOBO_05791	contig_3	1251769	1252026	-	258	169
OMCOBO_05792	contig_3	1252157	1252747	-	591	384
OMCOBO_05793	contig_3	1252798	1254216	-	1419	621
OMCOBO_05794	contig_3	1254213	1254683	-	471	152
OMCOBO_05795	contig_3	1254961	1255470	-	510	195
OMCOBO_05796	contig_3	1255467	1255808	-	342	0
OMCOBO_05797	contig_3	1255839	1255955	-	117	0
OMCOBO_05798	contig_3	1256029	1256322	-	294	8
OMCOBO_05799	contig_3	1256276	1256884	-	609	896
OMCOBO_05800	contig_3	1257055	1258101	-	1047	1277
OMCOBO_05801	contig_3	1258163	1258729	-	567	376
OMCOBO_05802	contig_3	1259447	1260607	+	1161	31
OMCOBO_05803	contig_3	1260604	1261308	+	705	288
OMCOBO_05804	contig_3	1261305	1262399	+	1095	185
OMCOBO_05805	contig_3	1262400	1263266	+	867	277
OMCOBO_05806	contig_3	1263304	1263825	+	522	709
OMCOBO_05807	contig_3	1264535	1265044	+	510	90437
OMCOBO_05808	contig_3	1265380	1265718	-	339	23268
OMCOBO_05809	contig_3	1265915	1266718	+	804	900
OMCOBO_05810	contig_3	1267246	1267416	-	171	10
OMCOBO_05811	contig_3	1267639	1268607	+	969	335
OMCOBO_05812	contig_3	1268840	1270075	-	1236	965
OMCOBO_05813	contig_3	1270225	1270617	-	393	452
OMCOBO_05814	contig_3	1270620	1270949	-	330	124
OMCOBO_05815	contig_3	1271263	1272171	+	909	2743
OMCOBO_05816	contig_3	1272453	1273199	-	747	1159
OMCOBO_05817	contig_3	1273299	1273748	-	450	3148
OMCOBO_05818	contig_3	1273817	1274698	-	882	1147
OMCOBO_05819	contig_3	1274808	1275551	+	744	96
OMCOBO_05820	contig_3	1275586	1275942	+	357	28
OMCOBO_05821	contig_3	1276300	1276638	-	339	0
OMCOBO_05822	contig_3	1276888	1278633	+	1746	931
OMCOBO_05823	contig_3	1278729	1279415	-	687	2045
OMCOBO_05824	contig_3	1279860	1280891	-	1032	263
OMCOBO_05825	contig_3	1281189	1282352	-	1164	665
OMCOBO_05826	contig_3	1282464	1283060	+	597	750
OMCOBO_05827	contig_3	1283585	1284934	+	1350	787
OMCOBO_05828	contig_3	1285254	1286144	-	891	694
OMCOBO_05829	contig_3	1286888	1287490	-	603	608
OMCOBO_05830	contig_3	1287513	1288313	-	801	538
OMCOBO_05831	contig_3	1288633	1289241	+	609	1106
OMCOBO_05832	contig_3	1289349	1290050	-	702	4604
OMCOBO_05833	contig_3	1290274	1290675	-	402	1015
OMCOBO_05834	contig_3	1290754	1291617	-	864	1232
OMCOBO_05835	contig_3	1291650	1292582	-	933	997
OMCOBO_05836	contig_3	1292696	1293085	-	390	272
OMCOBO_05837	contig_3	1293142	1293993	-	852	1028
OMCOBO_05838	contig_3	1294534	1294899	+	366	1139
OMCOBO_05839	contig_3	1294896	1295504	+	609	1073
OMCOBO_05840	contig_3	1295718	1296203	-	486	99
OMCOBO_05841	contig_3	1296372	1296563	-	192	0
OMCOBO_05842	contig_3	1296754	1297191	+	438	801
OMCOBO_05843	contig_3	1297239	1297640	+	402	515
OMCOBO_05844	contig_3	1297759	1297950	-	192	23
OMCOBO_05845	contig_3	1297951	1298739	+	789	475
OMCOBO_05846	contig_3	1299488	1299754	+	267	390
OMCOBO_05847	contig_3	1299901	1300401	+	501	1276
OMCOBO_05848	contig_3	1300777	1301406	+	630	160671
OMCOBO_05849	contig_3	1301403	1302137	-	735	93136
OMCOBO_05850	contig_3	1302427	1302660	-	234	1865
OMCOBO_05851	contig_3	1303138	1303398	+	261	159
OMCOBO_05852	contig_3	1303581	1304120	-	540	896
OMCOBO_05853	contig_3	1304397	1305389	+	993	3696
OMCOBO_05854	contig_3	1305988	1307280	+	1293	543
OMCOBO_05855	contig_3	1307141	1308262	-	1122	23
OMCOBO_05856	contig_3	1308262	1309410	-	1149	9
OMCOBO_05857	contig_3	1309530	1310399	-	870	0
OMCOBO_05858	contig_3	1310505	1310960	-	456	32
OMCOBO_05859	contig_3	1311070	1311771	-	702	35
OMCOBO_05860	contig_3	1311925	1312371	-	447	0
OMCOBO_05861	contig_3	1312790	1313278	-	489	0
OMCOBO_05862	contig_3	1313271	1314074	-	804	0
OMCOBO_05863	contig_3	1314085	1314867	-	783	8
OMCOBO_05864	contig_3	1314933	1315418	-	486	0
OMCOBO_05865	contig_3	1315488	1317281	-	1794	80
OMCOBO_05866	contig_3	1317310	1318080	-	771	27
OMCOBO_05867	contig_3	1318083	1318679	-	597	20
OMCOBO_05868	contig_3	1318808	1319071	-	264	0
OMCOBO_05869	contig_3	1320414	1320560	+	147	821
OMCOBO_05870	contig_3	1321073	1321426	-	354	96
OMCOBO_05871	contig_3	1321470	1322333	-	864	277
OMCOBO_05872	contig_3	1322330	1323133	-	804	164
OMCOBO_05873	contig_3	1323130	1323513	-	384	0
OMCOBO_05874	contig_3	1323785	1324549	-	765	0
OMCOBO_05875	contig_3	1324640	1325290	-	651	38
OMCOBO_05876	contig_3	1325543	1325971	-	429	0
OMCOBO_05877	contig_3	1326071	1326625	-	555	29
OMCOBO_05878	contig_3	1326771	1328567	-	1797	121
OMCOBO_05879	contig_3	1328564	1329706	-	1143	0
OMCOBO_05880	contig_3	1329901	1330122	-	222	0
OMCOBO_05881	contig_3	1330439	1331620	-	1182	103
OMCOBO_05882	contig_3	1331710	1332225	+	516	297
OMCOBO_05883	contig_3	1332267	1332701	+	435	36
OMCOBO_05884	contig_3	1333192	1334352	-	1161	10
OMCOBO_05885	contig_3	1334349	1335107	-	759	8
OMCOBO_05886	contig_3	1335140	1335589	-	450	10
OMCOBO_05887	contig_3	1335921	1336427	-	507	9
OMCOBO_05888	contig_3	1336424	1336927	-	504	1
OMCOBO_05889	contig_3	1337052	1338989	+	1938	42
OMCOBO_05890	contig_3	1339373	1340737	-	1365	82
OMCOBO_05891	contig_3	1340916	1341362	-	447	0
OMCOBO_05892	contig_3	1341407	1342876	-	1470	29
OMCOBO_05893	contig_3	1342953	1344314	-	1362	0
OMCOBO_05894	contig_3	1344344	1345027	-	684	0
OMCOBO_05895	contig_3	1345027	1345254	-	228	0
OMCOBO_05896	contig_3	1345446	1346573	-	1128	23
OMCOBO_05897	contig_3	1347005	1347802	+	798	11
OMCOBO_05898	contig_3	1347879	1348538	+	660	17
OMCOBO_05899	contig_3	1348535	1349014	+	480	0
OMCOBO_05900	contig_3	1349034	1349726	+	693	0
OMCOBO_05901	contig_3	1349752	1350477	+	726	11
OMCOBO_05902	contig_3	1350627	1350974	+	348	11
OMCOBO_05903	contig_3	1351044	1351508	+	465	0
OMCOBO_05904	contig_3	1351505	1351954	+	450	85
OMCOBO_05905	contig_3	1351923	1352381	+	459	34
OMCOBO_05906	contig_3	1352414	1353253	+	840	19
OMCOBO_05907	contig_3	1353250	1353750	+	501	0
OMCOBO_05908	contig_3	1353747	1354985	+	1239	24
OMCOBO_05909	contig_3	1355111	1356376	+	1266	37
OMCOBO_05910	contig_3	1356369	1357208	+	840	76
OMCOBO_05911	contig_3	1357233	1357724	+	492	25
OMCOBO_05912	contig_3	1357970	1358992	+	1023	43
OMCOBO_05913	contig_3	1359125	1359427	+	303	30
OMCOBO_05914	contig_3	1359691	1359840	-	150	4
OMCOBO_05915	contig_3	1359922	1360209	-	288	100
OMCOBO_05916	contig_3	1360261	1361526	-	1266	83
OMCOBO_05917	contig_3	1361788	1363251	+	1464	2704
OMCOBO_05918	contig_3	1363463	1363915	+	453	1803
OMCOBO_05919	contig_3	1363971	1364273	-	303	540
OMCOBO_05920	contig_3	1364643	1365557	-	915	943
OMCOBO_05921	contig_3	1366269	1371563	-	5295	7047
OMCOBO_05922	contig_3	1372233	1372586	+	354	175
OMCOBO_05923	contig_3	1372665	1372949	+	285	8
OMCOBO_05924	contig_3	1373174	1373770	+	597	98
OMCOBO_05925	contig_3	1373997	1374683	-	687	357
OMCOBO_05926	contig_3	1374759	1375202	-	444	370
OMCOBO_05927	contig_3	1375284	1377011	-	1728	4
OMCOBO_05928	contig_3	1377026	1377370	-	345	31
OMCOBO_05929	contig_3	1377658	1377891	-	234	0
OMCOBO_05930	contig_3	1377981	1378172	-	192	0
OMCOBO_05931	contig_3	1378169	1379641	-	1473	0
OMCOBO_05932	contig_3	1379638	1380285	-	648	0
OMCOBO_05933	contig_3	1380413	1381123	-	711	0
OMCOBO_05934	contig_3	1381120	1382049	-	930	0
OMCOBO_05936	contig_3	1383357	1384487	+	1131	114
OMCOBO_05937	contig_3	1384638	1385141	-	504	4
OMCOBO_05938	contig_3	1386015	1387010	+	996	1147
OMCOBO_05939	contig_3	1387208	1387786	-	579	3035
OMCOBO_05940	contig_3	1387914	1388897	-	984	3524
OMCOBO_05941	contig_3	1388879	1390108	-	1230	7224
OMCOBO_05942	contig_3	1390105	1393167	-	3063	15054
OMCOBO_05943	contig_3	1393252	1393440	-	189	785
OMCOBO_05944	contig_3	1393491	1394705	-	1215	11178
OMCOBO_05945	contig_3	1395004	1395180	-	177	100
OMCOBO_05946	contig_3	1395262	1395705	-	444	271
OMCOBO_05947	contig_3	1395877	1396773	-	897	334
OMCOBO_05948	contig_3	1396822	1397745	-	924	70
OMCOBO_05949	contig_3	1397742	1398116	-	375	22
OMCOBO_05950	contig_3	1398104	1398571	-	468	51
OMCOBO_05951	contig_3	1398568	1398693	-	126	0
OMCOBO_05952	contig_3	1398690	1399529	-	840	468
OMCOBO_05953	contig_3	1399731	1400195	-	465	62
OMCOBO_05954	contig_3	1400189	1400578	-	390	89
OMCOBO_05955	contig_3	1400698	1401111	-	414	123
OMCOBO_05956	contig_3	1401347	1401616	-	270	2715
OMCOBO_05957	contig_3	1401677	1402897	-	1221	10767
OMCOBO_05958	contig_3	1403072	1403704	+	633	7027
OMCOBO_05959	contig_3	1404049	1405554	-	1506	2726
OMCOBO_05960	contig_3	1405642	1405893	-	252	1774
OMCOBO_05961	contig_3	1405942	1406244	-	303	564
OMCOBO_05962	contig_3	1406187	1406513	-	327	47
OMCOBO_05963	contig_3	1407498	1408706	+	1209	3
